Sample	Title	Tissue	Ecotype	Genotype	Treatment	Project	TotalReads	UniqelyMappedRate	Unnamed: 9
GSM3762836	5Pi_R1	roots	Col-0	--	grown without phosphate	PRJNA542492	23719533	0.9161	
GSM3762839	5Pi_tZ_R1	roots	Col-0	--	grown without phosphate and treated with trans-zeatin	PRJNA542492	23639166	0.9175	
GSM3762842	5Pi_cZ_R1	roots	Col-0	--	grown without phosphate and treated with cis-zeatin	PRJNA542492	24047084	0.9148	
GSM3767879	WT Col-0 Rep 1	whole shoot	Col-0	wild type	--	PRJNA543016	3843858	0.8055	
GSM3767882	hos15-4 mutant Rep1	whole shoot	Col-0	hos15-4 mutant	--	PRJNA543016	3990281	0.8074	
GSM3813847	Col  R1	rosette leaves	Col-0	wild type	--	PRJNA544417	22926878	0.8679	
GSM3834756	Mature leaf	uncovered leaves	Col-0	wild type	--	PRJNA545711	42866096	0.7002	
GSM3834758	Mature leaf	leaves no. 5-6th darkened for 5 days	Col-0	wild type	--	PRJNA545711	40426876	0.7619	
GSM3851780	Col_WL2	Whole seedlings	Col-0	Wild type	low white light	PRJNA546251	21705487	0.8163	
GSM3851782	Col_6h1	Whole seedlings	Col-0	Wild type	6h acclimation-level UV-B	PRJNA546251	27175877	0.8918	
GSM3851785	uvr8-6_wl1	Whole seedlings	Col-0	uvr8-6	low white light	PRJNA546251	24865989	0.8826	
GSM3851788	uvr8-6_6h1	Whole seedlings	Col-0	uvr8-6	6h acclimation-level UV-B	PRJNA546251	16585389	0.8902	
GSM3851791	pif45_wl1	Whole seedlings	Col-0	pif4-101 pif5-1	low white light	PRJNA546251	25320069	0.8681	
GSM3863056	RNA-Seq-Col-Control-Rep1	seedings	Col-0	--	Control	PRJNA547995	33115474	0.9086	
GSM3863058	RNA-Seq-Col-Heat-Rep1	seedings	Col-0	--	Heat	PRJNA547995	33578171	0.9081	
GSM3863060	RNA-Seq-Col-Recovery-Rep1	seedings	Col-0	--	Recovery	PRJNA547995	27037331	0.8449	
GSM3899023	6 h nlp20_2	seedlings	Col-0	wild type	6h_nlp20	PRJNA549850	18067477	0.8696	
GSM3899026	6 h C6_2	seedlings	Col-0	wild type	6h_C6	PRJNA549850	14042371	0.8644	
GSM3901393	WT replicate 1	root	Col-0	wild type	--	PRJNA550141	25405601	0.8227	
GSM3908325	fry1_mRNA_1	2-week seedlings	Col-0	fry1	--	PRJNA551455	19756287	0.8112	
GSM3908327	fry1rdr6_mRNA_1	2-week seedlings	Col-0	fry1rdr6	--	PRJNA551455	29568938	0.8296	
GSM3908329	fry1rdr1_mRNA_1	2-week seedlings	Col-0	fry1rdr6	--	PRJNA551455	26738136	0.815	
GSM3912164	Col-0 rep1	5-day-old whole seedlings	Col-0	wild type	--	PRJNA551939	56619707	0.935	
GSM3912166	ML1-PIF4 rep1	5-day-old whole seedlings	Col-0	ML1p::PIF4;pifq	--	PRJNA551939	55719348	0.947	
GSM3912168	SUC2-PIF4 rep1	5-day-old whole seedlings	Col-0	SUC2p::PIF4;pifq	--	PRJNA551939	53991817	0.9559	
GSM3912170	pifq rep1	5-day-old whole seedlings	Col-0	pifq	--	PRJNA551939	51155530	0.954	
GSM3928334	AC-1	Apical cell	Col-0	--	--	PRJNA558807	28285967	0.8242	
GSM3928337	BC-1	Basal cell	Col-0	--	--	PRJNA558807	27573319	0.755	
GSM3928341	3.20E-01	Embryo proper	Col-0	--	--	PRJNA558807	24319595	0.7852	
GSM3933408	Rp rep1	seeds	Col-0	wild type	red-light pulse Hor 20 min	PRJNA553510	16019506	0.8667	
GSM3933411	FRp rep1	seeds	Col-0	wild type	Har red pulse Hor 20 min	PRJNA553510	14700801	0.754	
GSM3936256	0.1% EtOH rep1	rosette	Col-0	wild type	0.1% EtOH*	PRJNA553702	23874897	0.8915	
GSM3936261	4.5¦ÌM NAA rep1	rosette	Col-0	wild type	4.5¦ÌM NAA*	PRJNA553702	23752930	0.8984	
GSM3936265	5¦ÌM MEL rep1	rosette	Col-0	wild type	5¦ÌM MEL*	PRJNA553702	22499526	0.9074	
GSM3936269	100¦ÌM MEL rep1	rosette	Col-0	wild type	100¦ÌM MEL*	PRJNA553702	29105294	0.9148	
GSM3945667	Leaves, CT-1	leaves	Col-0	wild type	control	PRJNA555093	36875552	0.9251	
GSM3945668	Leaves, HL-1	leaves	Col-0	wild type	High light	PRJNA555093	38638593	0.938	
GSM3945669	Leaves, HS-1	leaves	Col-0	wild type	Heat stress	PRJNA555093	39918118	0.9308	
GSM3945670	Leaves, HL+HS-1	leaves	Col-0	wild type	Highlight + Heat stress	PRJNA555093	32438630	0.922	
GSM3946187	Col_0_1	whole plant	Col-0	wild type	--	PRJNA555110	12731265	0.9255	
GSM3946190	atcgl20ab_2	whole plant	Col-0	atcgl20ab	--	PRJNA555110	11146228	0.9298	
GSM3949104	Col-0_JA_0hour_RNAseq_rep1	Three day old etiolated seedlings	Col-0	wild type	JA treatment for 0h	PRJNA551415	36447699	0.8739	
GSM3949107	Col-0_JA_0_25hour_RNAseq_rep1	Three day old etiolated seedlings	Col-0	wild type	JA treatment for 0.25h	PRJNA551415	35965991	0.877	
GSM3949110	Col-0_JA_0_5hour_RNAseq_rep1	Three day old etiolated seedlings	Col-0	wild type	JA treatment for 0.5h	PRJNA551415	41128437	0.8727	
GSM3949113	Col-0_JA_1hour_RNAseq_rep1	Three day old etiolated seedlings	Col-0	wild type	JA treatment for 1h	PRJNA551415	38696220	0.8761	
GSM3949116	Col-0_JA_2hour_RNAseq_rep1	Three day old etiolated seedlings	Col-0	wild type	JA treatment for 2h	PRJNA551415	41167469	0.8765	
GSM3949119	Col-0_JA_4hour_RNAseq_rep1	Three day old etiolated seedlings	Col-0	wild type	JA treatment for 4h	PRJNA551415	38988294	0.8757	
GSM3949122	Col-0_JA_8hour_RNAseq_rep1	Three day old etiolated seedlings	Col-0	wild type	JA treatment for 8h	PRJNA551415	29707332	0.865	
GSM3949125	Col-0_JA_12hour_RNAseq_rep1	Three day old etiolated seedlings	Col-0	wild type	JA treatment for 12h	PRJNA551415	41873494	0.8697	
GSM3949128	Col-0_JA_24hour_RNAseq_rep1	Three day old etiolated seedlings	Col-0	wild type	JA treatment for 24h	PRJNA551415	40782699	0.8736	
GSM4029329	Degradation_Col_0h	2-week seedlings	Col-0	wild type	cordycepin for 0 hour	PRJNA433501	13837980	0.8909	
GSM4029335	Degradation_Col_1h	2-week seedlings	Col-0	wild type	cordycepin for 1 hour	PRJNA433501	15432085	0.8766	
GSM4029338	Degradation_Col_2h	2-week seedlings	Col-0	wild type	cordycepin for 2 hours	PRJNA433501	15885070	0.8918	
GSM4029341	Degradation_Col_4h	2-week seedlings	Col-0	wild type	cordycepin for 4 hours	PRJNA433501	14648685	0.897	
GSM4029344	Degradation_Col_8h	2-week seedlings	Col-0	wild type	cordycepin for 8 hours	PRJNA433501	14596099	0.8696	
GSM4038494	Col-0 aerial part	aerial part	Col-0	wild type	--	PRJNA560784	16775725	0.7359	
GSM4047432	wt rep 1	whole seedlings	Col-0	wild type	--	PRJNA562295	23274322	0.825	
GSM4047435	lsm8-2 rep 1	whole seedlings	Col-0	lsm8-2	--	PRJNA562295	22882731	0.8351	
GSM4047438	rrp4-2 rep 1	whole seedlings	Col-0	rrp4-2	--	PRJNA562295	22904252	0.838	
GSM4047441	lsm8-2 rrp4-2 rep 1	whole seedlings	Col-0	lsm8-2 rrp4-2	--	PRJNA562295	19938555	0.8758	
GSM4055146	tt19-8 S1 Rep 1	Seedling	Col-0	tt19; suppressor S1	--	PRJNA563055	62845568	0.9252	
GSM4055149	tt19-8 S2 Rep 1	Seedling	Col-0	tt19; suppressor S2	--	PRJNA563055	46947550	0.9227	
GSM4055152	tt19-8 S4 Rep 1	Seedling	Col-0	tt19; suppressor S4	--	PRJNA563055	72950036	0.9255	
GSM4055155	tt19-8 S5 Rep 1	Seedling	Col-0	tt19; suppressor S5	--	PRJNA563055	63626490	0.9267	
GSM4055158	tt19-8 S7 Rep 1	Seedling	Col-0	tt19; suppressor S7	--	PRJNA563055	34852674	0.9119	
GSM4055161	tt19-8 S8 Rep 1	Seedling	Col-0	tt19; suppressor S8	--	PRJNA563055	34349630	0.9177	
GSM4055164	tt19-8 Rep 1	Seedling	Col-0	tt19	--	PRJNA563055	39260812	0.9215	
GSM4055167	Col-0 Rep 1	Seedling	Col-0	wild type	--	PRJNA563055	51807730	0.9269	
GSM4083442	Col-mock-1	leaf	Col-0	--	mock	PRJNA566098	3700970	0.9055	
GSM4086201	LL_CT2	seedling	Col-0	--	continuous light	PRJNA566413	23237703	0.9511	
GSM4086217	LD_ZT2	seedling	Col-0	--	long-day condition (16 h ligh/8 h dark)	PRJNA566413	22165556	0.8343	
GSM4109546	HMZ008_0.05C_5DAT_rep1	seedlings	Col-0	--	mock	PRJNA576144	18215253	0.9665	
GSM4109548	HMZ008_0.05T_5DAT_rep1	seedlings	Col-0	--	GMV	PRJNA576144	20090985	0.9631	
GSM4109550	HMZ008_0.5C_5DAT_rep1	seedlings	Col-0	--	mock	PRJNA576144	22375180	0.9626	
GSM4109552	HMZ008_0.5T_5DAT_rep1	seedlings	Col-0	--	GMV	PRJNA576144	20693428	0.9641	
GSM4109554	HMZ014_CK_2DAT_rep1	seedlings	Col-0	--	mock	PRJNA576144	14275031	0.9218	
GSM4109556	HMZ014_Dione_2DAT_rep1	seedlings	Col-0	--	Diacetyl	PRJNA576144	10524516	0.9092	
GSM4125607	Second_Col-0_JA_0hour_RNAseq_rep1	Three day old etiolated seedlings	Col-0	wild type	JA treatment for 0h	PRJNA551415	13353035	0.8175	
GSM4125611	Second_Col-0_JA_0.5hour_RNAseq_rep2	Three day old etiolated seedlings	Col-0	wild type	JA treatment for 0.5h	PRJNA551415	12776362	0.7849	
GSM4125613	Second_Col-0_JA_1hour_RNAseq_rep1	Three day old etiolated seedlings	Col-0	wild type	JA treatment for 1h	PRJNA551415	15650628	0.8118	
GSM4125616	Second_Col-0_JA_4hour_RNAseq_rep1	Three day old etiolated seedlings	Col-0	wild type	JA treatment for 4h	PRJNA551415	16840515	0.8258	
GSM4132325	T0_rep1	wounded region of detached leaf explants with partial petiole	Col-0	wild type	control	PRJNA578672	46341052	0.715	
GSM4132327	DAC2_rep1	wounded region of detached leaf explants with partial petiole	Col-0	wild type	dark 2day	PRJNA578672	42464812	0.7252	
GSM4133877	WT RNA-Seq - replicate 1	Primary inflorescence of shoot apices	Col-0	wild type	--	PRJNA578729	74598464	0.9181	
GSM4133880	vip3 RNA-Seq - replicate 1	Primary inflorescence of shoot apices	Col-0	vip3-1 null	--	PRJNA578729	56185383	0.9361	
GSM4142588	Ref_1	complete rosette	Col-0	wild type	--	PRJNA579992	38155727	0.907	
GSM4142591	act_tagged_55_1	complete rosette	Col-0	--	--	PRJNA579992	36899479	0.8999	
GSM4142594	CRISPR_30a_1	complete rosette	Col-0	--	--	PRJNA579992	34569634	0.8891	
GSM4142597	GLDT_30a_1	complete rosette	Col-0	--	--	PRJNA579992	40459621	0.9016	
GSM4142600	GLDT_trunc_1	complete rosette	Col-0	--	--	PRJNA579992	39400011	0.907	
GSM4145024	WT-rep1	seedings	Col-0	wild type	--	PRJNA586757	28338104	0.9199	
GSM4145026	arid5-rep1	seedings	Col-0	arid5(-/-)	--	PRJNA586757	25033825	0.9211	
GSM4145028	chr11/17-rep1	seedings	Col-0	chr11(-/-)chr17(-/-)	--	PRJNA586757	28051753	0.906	
GSM4145030	rlt1/2-rep1	seedings	Col-0	rlt1(-/-)rlt2(-/-)	--	PRJNA586757	30469529	0.9124	
GSM4151805	bsuq ct1	seedling	Col-0	bsu-q	untreated	PRJNA588072	13952309	0.799	
GSM4151808	Col-0 flg1	seedling	Col-0	wild type	flg22-treated	PRJNA588072	14517063	0.803	
GSM4151811	bsuq flg1	seedling	Col-0	bsu-q	flg22-treated	PRJNA588072	23281035	0.799	
GSM4196114	Col rep1	whole seedling	Col-0	wild type	--	PRJNA592211	17632381	0.8879	
GSM4196117	myb30 rep1	whole seedling	Col-0	myb30 mutant	--	PRJNA592211	18718722	0.8895	
GSM4196120	MYB30-OE rep1	whole seedling	Col-0	MYB30- over expression	--	PRJNA592211	16940607	0.8723	
GSM4200520	col-0_0hr_rep-1	seedling	Col-0	wild type	without 4C treatment	PRJNA593027	15645067	0.7661	
GSM4200523	col-0_4hr_rep-1	seedling	Col-0	wild type	4C treatment for 4 hours	PRJNA593027	19903190	0.8202	
GSM4200526	col-0_24hr_rep-1	seedling	Col-0	wild type	24C treatment for 4 hours	PRJNA593027	26212490	0.7874	
GSM4200529	stch4_0hr_rep-1	seedling	Col-0	stch4-1	without 4C treatment	PRJNA593027	21578136	0.8266	
GSM4200532	stch4_4hr_rep-1	seedling	Col-0	stch4-1	4C treatment for 4 hours	PRJNA593027	18691138	0.7584	
GSM4200535	stch4_24hr_rep-1	seedling	Col-0	stch4-1	24C treatment for 4 hours	PRJNA593027	19279821	0.8622	
GSM4216730	wt_1	whole seedling	Col-0	wild type	--	PRJNA595358	41603760	0.926	
GSM4216733	clpp2-1_1	whole seedling	Col-0	clpp2-1: KO-1 of mtCLPP2 (AT5g23140)	--	PRJNA595358	41747147	0.9253	
GSM4216736	clpp2-2_1	whole seedling	Col-0	clpp2-2: KO-2 of mtCLPP2 (AT5g23140)	--	PRJNA595358	41898446	0.9226	
GSM4217888	LCMCtl-S30	vascular bundle without phloem cap	Col-0	--	--	PRJNA595604	23403325	0.9147	
GSM4217890	Pcap-S32	phloem cap	Col-0	--	--	PRJNA595604	23446707	0.8389	
GSM4217892	Pith-S34	pith	Col-0	--	--	PRJNA595604	24593314	0.8482	
GSM4224086	35S-RTL2 in dcl2dcl3dcl4 replicate1	Seedlings	Col-0	dcl234/35S-RTL2	--	PRJNA596449	28191626	0.9454	
GSM4224088	dcl2dcl3dcl4 replicate1	Seedlings	Col-0	dcl234	--	PRJNA596449	25308266	0.9456	
GSM4224091	35S-RTL2 in Col-0 replicate1	Seedlings	Col-0	35S-RTL2	--	PRJNA596449	21268104	0.9472	
GSM4224092	Col-0 replicate1	Seedlings	Col-0	wild type	--	PRJNA596449	24726336	0.9488	
GSM4224094	rtl2-1 replicate1	Seedlings	Col-0	rtl2	--	PRJNA596449	24985622	0.9467	
GSM4224095	35S -RTL1-Myc in Col-0 replicate2	Seedlings	Col-0	35S-RTL1	--	PRJNA596449	29343227	0.9496	
GSM4231547	p-T1R1	leaf	Col-0	--	22C T1	PRJNA597344	9083822	0.8374	
GSM4231549	p-T2R1	leaf	Col-0	--	22C T2	PRJNA597344	8609178	0.8841	
GSM4231556	p-T6R1	leaf	Col-0	--	22C T6	PRJNA597344	10755254	0.9107	
GSM4231558	p-T7R1	leaf	Col-0	--	22C T7	PRJNA597344	16084786	0.8541	
GSM4231560	p-T8R1	leaf	Col-0	--	22C T8	PRJNA597344	11161832	0.9134	
GSM4231562	p-T9R1	leaf	Col-0	--	22C T9	PRJNA597344	15264199	0.9297	
GSM4231568	T1R1	leaf	Col-0	--	45C T1	PRJNA597344	10459782	0.9185	
GSM4231570	T2R1	leaf	Col-0	--	45C T2	PRJNA597344	15096289	0.8817	
GSM4231572	T3R1	leaf	Col-0	--	45C T3	PRJNA597344	15208591	0.9294	
GSM4231576	T5R1	leaf	Col-0	--	45C T5	PRJNA597344	19767610	0.9005	
GSM4231580	T7R1	leaf	Col-0	--	45C T7	PRJNA597344	15394195	0.9063	
GSM4231582	T8R1	leaf	Col-0	--	45C T8	PRJNA597344	9747872	0.9005	
GSM4231584	T9R1	leaf	Col-0	--	45C T9	PRJNA597344	17047382	0.9204	
GSM4231588	T11R1	leaf	Col-0	--	45C T11	PRJNA597344	16777226	0.8625	
GSM4274298	Wild-type non-treated rep1	whole rosette	Col-0	wild type	Non-treated control	PRJNA601526	43265562	0.9194	
GSM4274304	phot1 non-treated rep1	whole rosette	Col-0	phot1 mutant	Non-treated control	PRJNA601526	43188318	0.9165	
GSM4274310	phot2 non-treated rep1	whole rosette	Col-0	phot2 mutant	Non-treated control	PRJNA601526	44898804	0.9177	
GSM4274316	phot1/phot2 non-treated rep1	whole rosette	Col-0	phot1/phot2 mutant	Non-treated control	PRJNA601526	39529158	0.9193	
GSM4274328	wildtype non-treated rep1	whole rosette	Col-0	wild type	Non-treated control	PRJNA601525	43265562	0.9194	
GSM4274334	jac1 non-treated rep1	whole rosette	Col-0	jac1 mutant	Non-treated control	PRJNA601525	42042195	0.9142	
GSM4279797	egg extract rep1	leaf	Col-0	wild type	egg extract*	PRJNA602727	57638525	0.7945	
GSM4282451	WT_100nM_CIF2_treatment_for_120min_batch1	root	Col-0	wild type	100 nM CIF2 for 120 min	PRJNA602947	39337960	0.8035	
GSM4282454	sgn3-3_100nM_CIF2_treatment_for_120min_batch1	root	Col-0	sgn3-3 (SALK_043282)	100 nM CIF2 for 120 min	PRJNA602947	34704017	0.8212	
GSM4282457	cif1-2_cif2-2_100nM_CIF2_treatment_for_120min_batch1	root	Col-0	cif1-2_cif2-2 (both are CRISPR alleles)	100 nM CIF2 for 120 min	PRJNA602947	38794928	0.8073	
GSM4282460	WT_100nM_CIF2_treatment_for_480min_batch1	root	Col-0	wild type	100 nM CIF2 for 480 min	PRJNA602947	36116368	0.824	
GSM4282461	WT_100nM_CIF2_treatment_for_30min_batch1	root	Col-0	wild type	100 nM CIF2 for 30 min	PRJNA602947	42807640	0.8225	
GSM4282464	sgn3-3_100nM_CIF2_treatment_for_480min_batch1	root	Col-0	sgn3-3 (SALK_043282)	100 nM CIF2 for 480 min	PRJNA602947	41703106	0.8416	
GSM4282469	sgn3-3_100nM_CIF2_treatment_for_30min_batch1	root	Col-0	sgn3-3 (SALK_043282)	100 nM CIF2 for 30 min	PRJNA602947	36146303	0.8339	
GSM4282472	cif1-2_cif2-2_100nM_CIF2_treatment_for_30min_batch1	root	Col-0	cif1-2_cif2-2 (both are CRISPR alleles)	100 nM CIF2 for 30 min	PRJNA602947	38659043	0.8243	
GSM4282475	cif1-2_cif2-2_no_peptide_for_30min_batch1	root	Col-0	cif1-2_cif2-2 (both are CRISPR alleles)	no peptide for 30 min	PRJNA602947	38072741	0.8403	
GSM4282478	WT_no_peptide_for_120min_batch1	root	Col-0	wild type	no peptide for 120 min	PRJNA602947	33243743	0.8369	
GSM4282481	sgn3-3_no_peptide_for_120min_batch1	root	Col-0	sgn3-3 (SALK_043282)	no peptide for 120 min	PRJNA602947	29429715	0.8245	
GSM4282484	cif1-2_cif2-2_no_peptide_for_120min_batch1	root	Col-0	cif1-2_cif2-2 (both are CRISPR alleles)	no peptide for 120 min	PRJNA602947	37444783	0.844	
GSM4282488	WT_no_peptide_for_480min_batch1	root	Col-0	wild type	no peptide for 480 min	PRJNA602947	35221665	0.8423	
GSM4282491	sgn3-3_no_peptide_for_480min_batch1	root	Col-0	sgn3-3 (SALK_043282)	no peptide for 480 min	PRJNA602947	38389079	0.8514	
GSM4282494	cif1-2_cif2-2_no_peptide_for_480min_batch1	root	Col-0	cif1-2_cif2-2 (both are CRISPR alleles)	100 nM CIF2 for 480 min	PRJNA602947	31281847	0.8512	
GSM4282496	cif1-2_cif2-2_100nM_CIF2_treatment_for_480min_batch2	root	Col-0	cif1-2_cif2-2 (both are CRISPR alleles)	no peptide for 480 min	PRJNA602947	36267260	0.8513	
GSM4282499	WT_no_peptide_for_30min_batch1	root	Col-0	wild type	no peptide for 30 min	PRJNA602947	28072201	0.8486	
GSM4282502	sgn3-3_no_peptide_for_30min_batch1	root	Col-0	sgn3-3 (SALK_043282)	no peptide for 30 min	PRJNA602947	42052430	0.8314	
GSM4293394	Col_1	rosette	Col-0	wild type	--	PRJNA604567	34117695	0.885	
GSM4404114	WT rep1	root	Col-0	wild type	--	PRJNA611622	9541020	0.9318	
GSM4404116	arr1 rep1	root	Col-0	arr1	--	PRJNA611622	9625890	0.9232	
GSM4404118	Pro35SARR1 rep1	root	Col-0	Pro35SARR1	--	PRJNA611622	10075240	0.9356	
GSM4422802	t45 col 13	shoot tip	Col-0	wild type	45 minutes after 90 degree gravistimulation	PRJNA613599	24239134	0.9273	
SRX1059375	Ath-Col-0	seed	Col-0	wild type	3 d oH incubation at 4 degrees Celsius, Hollowed by 24 h oH incubation at a 16-h light/8-h dark photoperiod	PRJNA287039	16762968	0.8596	
SRX1059381	Ath-soar1-2	seed	Col-0	soar1-2	3 d oH incubation at 4 degrees Celsius, Hollowed by 24 h oH incubation at a 16-h light/8-h dark photoperiod	PRJNA287039	15688526	0.7536	
SRX1994707	PAZ-001	Rosette leaves	Col-0	wild type	Control conditions	PRJNA336152	11716219	0.8935	
SRX1994709	PAZ-011	Rosette leaves	Col-0	arp6 mutant	Drought stress conditions (withholding water Hor 10 days)	PRJNA336152	12352461	0.9029	
SRX1994713	PAZ-016	Rosette leaves	Col-0	wild-type, H2A.Z-tagged line 5D	Drought stress conditions (withholding water Hor 8 days)	PRJNA336152	12041455	0.8763	
SRX1994728	PAZ-004	Rosette leaves	Col-0	wild type	Drought stress conditions (withholding water Hor 10 days)	PRJNA336152	11843011	0.9035	
SRX1994731	PAZ-007	Rosette leaves	Col-0	arp6 mutant	Control conditions	PRJNA336152	12058279	0.8896	
SRX3042689	A2+_2	Leaf	Col-0	METo1+	--	PRJNA395995	45330337	0.7316	
SRX3042692	WT_1	Leaf	Col-0	wild type	--	PRJNA395995	43572253	0.8362	
SRX3276474	auxin modulator	whole seedling	Col-0	--	auxin modulator	PRJNA414112	19835373	0.8768	
SRX3276475	control	whole seedling	Col-0	--	control	PRJNA414112	24236340	0.8948	
SRX3898688	DM_3	whole seedling	Col-0	--	psNTP9-DM constitutive expression	PRJNA449074	30315433	0.8916	
SRX3898689	WT_1	whole seedling	Col-0	wild type	none	PRJNA449074	64051695	0.8919	
SRX3898692	PS_1	whole seedling	Col-0	--	psNTP9 constitutive expression	PRJNA449074	57577740	0.9131	
SRX3960079	ZjZFN 3	whole plant	Col-0	--	--	PRJNA450509	27431440	0.8817	
SRX3960081	Wild type 2	whole plant	Col-0	wild type	--	PRJNA450509	21989208	0.8934	
SRX3993279	Col-0-rep2	Seedling	Col-0	--	--	PRJNA453429	13845665	0.9305	
SRX3993281	35S:ABI3-rep3	Seedling	Col-0	--	--	PRJNA453429	14706875	0.9251	
SRX4020047	2d-M4	leaf	Col-0	--	Mite-inHested	PRJNA454529	19811977	0.9371	
SRX4020049	6d-C2	leaf	Col-0	--	Non-inHested control	PRJNA454529	16187638	0.9509	
SRX4020051	2d-C4	leaf	Col-0	--	Non-inHested control	PRJNA454529	21930599	0.9486	
SRX4020057	6h-M2	leaf	Col-0	--	Mite-inHested	PRJNA454529	26968885	0.9461	
SRX4020061	6h-C2	leaf	Col-0	--	Non-inHested control	PRJNA454529	20598834	0.933	
SRX4020067	6d-M1	leaf	Col-0	--	Mite-inHested	PRJNA454529	20983800	0.938	
SRX4045486	Before Dawn rep 1	aerial part	Col-0	--	--	PRJNA435622	45328415	0.8026	
SRX4047579	Col-0-rep2	Seedling	Col-0	--	--	PRJNA453424	27793060	0.9211	
SRX4047581	bes1DmEAR-rep1	Seedling	Col-0	--	--	PRJNA453424	26774291	0.9328	
SRX4047585	bes1DmEAR-HDA19-rep2	Seedling	Col-0	--	--	PRJNA453424	35224997	0.9315	
SRX4062652	phr1-1-P_resupplied-root-rep1	root	Col-0	phr1-1	P_resupplied	PRJNA470732	15165690	0.9404	
SRX4062654	phr1-1-P_replete-shoot-rep2	shoot	Col-0	phr1-1	P_replete	PRJNA470732	15418651	0.9235	
SRX4062656	phr1-1-P_replete-root-rep3	root	Col-0	phr1-1	P_replete	PRJNA470732	14926466	0.9401	
SRX4062661	phr1-1-P_resupplied-shoot-rep1	shoot	Col-0	phr1-1	P_resupplied	PRJNA470732	14901315	0.9232	
SRX4062662	Col-0-P_replete-root-rep3	root	Col-0	wild type	P_replete	PRJNA470732	16655980	0.9438	
SRX4062663	pho2-P_resupplied-shoot-rep3	shoot	Col-0	pho2	P_resupplied	PRJNA470732	11673810	0.9181	
SRX4062666	pho2-P_resupplied-root-rep3	root	Col-0	pho2	P_resupplied	PRJNA470732	13177091	0.9426	
SRX4062667	phr1-1-P_limited-shoot-rep1	shoot	Col-0	phr1-1	P_limited	PRJNA470732	12965794	0.8888	
SRX4062668	phr1-1-P_limited-root-rep3	root	Col-0	phr1-1	P_limited	PRJNA470732	14500818	0.9417	
SRX4062674	Col-0-P_limited-root-rep3	root	Col-0	wild type	P_limited	PRJNA470732	18166727	0.9441	
SRX4062681	Col-0-P_replete-shoot-rep1	shoot	Col-0	wild type	P_replete	PRJNA470732	16323875	0.9261	
SRX4062682	phr1-2-P_limited-root-rep1	root	Col-0	phr1-2	P_limited	PRJNA470732	15221170	0.9346	
SRX4062683	phr1-2-P_replete-root-rep2	root	Col-0	phr1-2	P_replete	PRJNA470732	15599778	0.938	
SRX4062687	pho2-P_replete-root-rep3	root	Col-0	pho2	P_replete	PRJNA470732	14080818	0.9256	
SRX4062688	pho2-P_replete-shoot-rep1	shoot	Col-0	pho2	P_replete	PRJNA470732	13625252	0.9162	
SRX4062691	pho2-P_limited-shoot-rep2	shoot	Col-0	pho2	P_limited	PRJNA470732	19300092	0.9268	
SRX4062703	pho2-P_limited-root-rep3	root	Col-0	pho2	P_limited	PRJNA470732	14516946	0.9431	
SRX4062713	spx4-1-P_replete-root-rep3	root	Col-0	spx4-1	P_replete	PRJNA470732	21148104	0.933	
SRX4062716	spx4-1-P_limited-shoot-rep3	shoot	Col-0	spx4-1	P_limited	PRJNA470732	13942375	0.926	
SRX4062719	spx4-1-P_limited-root-rep3	root	Col-0	spx4-1	P_limited	PRJNA470732	12213582	0.9421	
SRX4062732	phr1-2-P_resupplied-shoot-rep2	shoot	Col-0	phr1-2	P_resupplied	PRJNA470732	15195241	0.9172	
SRX4062735	phr1-2-P_replete-shoot-rep1	shoot	Col-0	phr1-2	P_replete	PRJNA470732	14628813	0.9181	
SRX4062738	phr1-2-P_resupplied-root-rep1	root	Col-0	phr1-2	P_resupplied	PRJNA470732	15397906	0.9411	
SRX4062744	spx4-1-P_resupplied-root-rep1	root	Col-0	spx4-1	P_resupplied	PRJNA470732	16097043	0.9404	
SRX4062747	spx4-1-P_resupplied-shoot-rep1	shoot	Col-0	spx4-1	P_resupplied	PRJNA470732	14487408	0.9158	
SRX4062752	Col-0-P_resupplied-shoot-rep3	shoot	Col-0	wild type	P_resupplied	PRJNA470732	11559661	0.9284	
SRX4062755	Col-0-P_resupplied-root-rep3	root	Col-0	wild type	P_resupplied	PRJNA470732	15006044	0.9395	
SRX4062762	phr1-2-P_limited-shoot-rep1	shoot	Col-0	phr1-2	P_limited	PRJNA470732	12587783	0.9239	
SRX4337156	agl16-1_4	seedling	Col-0	agl16-1	--	PRJNA479441	25171618	0.9597	
SRX4337160	Col-0_4	seedling	Col-0	wild type	--	PRJNA479441	23682823	0.9584	
SRX4383145	dre2-4_rep3	seedings	Col-0	dre2 mutant	--	PRJNA480320	42228399	0.9014	
SRX4383148	Col-0_rep2	seedings	Col-0	Wild type	--	PRJNA480320	37310618	0.9039	
SRX4466230	frd3_Zn_root2	root	Col-0	frd3-7	20 microM Zn	PRJNA482933	26000122	0.9115	
SRX4466232	frd3_Ctrl_root3	root	Col-0	frd3-7	1 microM Zn	PRJNA482933	22791323	0.8947	
SRX4466236	WT_Zn_root2	root	Col-0	wild type	20 microM Zn	PRJNA482933	23190408	0.9167	
SRX4466238	WT_Ctrl_root3	root	Col-0	wild type	1 microM Zn	PRJNA482933	22730676	0.9041	
SRX4488591	Ath_WD_T14	rosette leaf	Col-0	--	drought	PRJNA483528	33726543	0.9611	
SRX4488606	Ath_WW_T0	rosette leaf	Col-0	--	well water	PRJNA483528	35349745	0.9233	
