Sample,Title,Tissue,Ecotype,Genotype,Treatment,Project,TotalReads,UniqelyMappedRate,
GSM4282456,sgn3-3_100nM_CIF2_treatment_for_120min_batch3,root,Col-0,sgn3-3 (SALK_043282),100 nM CIF2 for 120 min,PRJNA602947,43695117,0.8171,
GSM4282457,cif1-2_cif2-2_100nM_CIF2_treatment_for_120min_batch1,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),100 nM CIF2 for 120 min,PRJNA602947,38794928,0.8073,
GSM4282458,cif1-2_cif2-2_100nM_CIF2_treatment_for_120min_batch2,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),100 nM CIF2 for 120 min,PRJNA602947,34098068,0.8155,
GSM4282459,cif1-2_cif2-2_100nM_CIF2_treatment_for_120min_batch3,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),100 nM CIF2 for 120 min,PRJNA602947,26569672,0.8428,
GSM4282460,WT_100nM_CIF2_treatment_for_480min_batch1,root,Col-0,wild type,100 nM CIF2 for 480 min,PRJNA602947,36116368,0.824,
GSM4282461,WT_100nM_CIF2_treatment_for_30min_batch1,root,Col-0,wild type,100 nM CIF2 for 30 min,PRJNA602947,42807640,0.8225,
GSM4282462,WT_100nM_CIF2_treatment_for_480min_batch2,root,Col-0,wild type,100 nM CIF2 for 480 min,PRJNA602947,34299687,0.8191,
GSM4282463,WT_100nM_CIF2_treatment_for_480min_batch3,root,Col-0,wild type,100 nM CIF2 for 480 min,PRJNA602947,41518080,0.8238,
GSM4282464,sgn3-3_100nM_CIF2_treatment_for_480min_batch1,root,Col-0,sgn3-3 (SALK_043282),100 nM CIF2 for 480 min,PRJNA602947,41703106,0.8416,
GSM4282465,sgn3-3_100nM_CIF2_treatment_for_480min_batch2,root,Col-0,sgn3-3 (SALK_043282),100 nM CIF2 for 480 min,PRJNA602947,36329217,0.8231,
GSM4282466,sgn3-3_100nM_CIF2_treatment_for_480min_batch3,root,Col-0,sgn3-3 (SALK_043282),100 nM CIF2 for 480 min,PRJNA602947,37722069,0.816,
GSM4282467,WT_100nM_CIF2_treatment_for_30min_batch2,root,Col-0,wild type,100 nM CIF2 for 30 min,PRJNA602947,40823644,0.8484,
GSM4282468,WT_100nM_CIF2_treatment_for_30min_batch3,root,Col-0,wild type,100 nM CIF2 for 30 min,PRJNA602947,32859028,0.8307,
GSM4282469,sgn3-3_100nM_CIF2_treatment_for_30min_batch1,root,Col-0,sgn3-3 (SALK_043282),100 nM CIF2 for 30 min,PRJNA602947,36146303,0.8339,
GSM4282470,sgn3-3_100nM_CIF2_treatment_for_30min_batch2,root,Col-0,sgn3-3 (SALK_043282),100 nM CIF2 for 30 min,PRJNA602947,33596273,0.8427,
GSM4282471,sgn3-3_100nM_CIF2_treatment_for_30min_batch3,root,Col-0,sgn3-3 (SALK_043282),100 nM CIF2 for 30 min,PRJNA602947,36072756,0.8278,
GSM4282472,cif1-2_cif2-2_100nM_CIF2_treatment_for_30min_batch1,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),100 nM CIF2 for 30 min,PRJNA602947,38659043,0.8243,
GSM4282473,cif1-2_cif2-2_100nM_CIF2_treatment_for_30min_batch2,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),100 nM CIF2 for 30 min,PRJNA602947,37032843,0.7956,
GSM4282474,cif1-2_cif2-2_100nM_CIF2_treatment_for_30min_batch3,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),100 nM CIF2 for 30 min,PRJNA602947,37046623,0.7925,
GSM4282475,cif1-2_cif2-2_no_peptide_for_30min_batch1,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),no peptide for 30 min,PRJNA602947,38072741,0.8403,
GSM4282476,cif1-2_cif2-2_no_peptide_for_30min_batch2,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),no peptide for 30 min,PRJNA602947,41027869,0.8435,
GSM4282477,cif1-2_cif2-2_no_peptide_for_30min_batch3,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),no peptide for 30 min,PRJNA602947,34521921,0.8495,
GSM4282478,WT_no_peptide_for_120min_batch1,root,Col-0,wild type,no peptide for 120 min,PRJNA602947,33243743,0.8369,
GSM4282479,WT_no_peptide_for_120min_batch2,root,Col-0,wild type,no peptide for 120 min,PRJNA602947,38387309,0.826,
GSM4282480,WT_no_peptide_for_120min_batch3,root,Col-0,wild type,no peptide for 120 min,PRJNA602947,46622390,0.8265,
GSM4282481,sgn3-3_no_peptide_for_120min_batch1,root,Col-0,sgn3-3 (SALK_043282),no peptide for 120 min,PRJNA602947,29429715,0.8245,
GSM4282482,sgn3-3_no_peptide_for_120min_batch2,root,Col-0,sgn3-3 (SALK_043282),no peptide for 120 min,PRJNA602947,30429890,0.8343,
GSM4282483,sgn3-3_no_peptide_for_120min_batch3,root,Col-0,sgn3-3 (SALK_043282),no peptide for 120 min,PRJNA602947,48758654,0.8315,
GSM4282484,cif1-2_cif2-2_no_peptide_for_120min_batch1,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),no peptide for 120 min,PRJNA602947,37444783,0.844,
GSM4282485,cif1-2_cif2-2_100nM_CIF2_treatment_for_480min_batch1,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),100 nM CIF2 for 480 min,PRJNA602947,41682604,0.8466,
GSM4282486,cif1-2_cif2-2_no_peptide_for_120min_batch2,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),no peptide for 120 min,PRJNA602947,35929086,0.8355,
GSM4282487,cif1-2_cif2-2_no_peptide_for_120min_batch3,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),no peptide for 120 min,PRJNA602947,38789246,0.8446,
GSM4282488,WT_no_peptide_for_480min_batch1,root,Col-0,wild type,no peptide for 480 min,PRJNA602947,35221665,0.8423,
GSM4282489,WT_no_peptide_for_480min_batch2,root,Col-0,wild type,no peptide for 480 min,PRJNA602947,30386362,0.8443,
GSM4282490,WT_no_peptide_for_480min_batch3,root,Col-0,wild type,no peptide for 480 min,PRJNA602947,33337038,0.8316,
GSM4282491,sgn3-3_no_peptide_for_480min_batch1,root,Col-0,sgn3-3 (SALK_043282),no peptide for 480 min,PRJNA602947,38389079,0.8514,
GSM4282492,sgn3-3_no_peptide_for_480min_batch2,root,Col-0,sgn3-3 (SALK_043282),no peptide for 480 min,PRJNA602947,42508456,0.8586,
GSM4282493,sgn3-3_no_peptide_for_480min_batch3,root,Col-0,sgn3-3 (SALK_043282),no peptide for 480 min,PRJNA602947,31108387,0.8543,
GSM4282494,cif1-2_cif2-2_no_peptide_for_480min_batch1,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),100 nM CIF2 for 480 min,PRJNA602947,31281847,0.8512,
GSM4282495,cif1-2_cif2-2_no_peptide_for_480min_batch2,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),100 nM CIF2 for 480 min,PRJNA602947,34001873,0.8423,
GSM4282496,cif1-2_cif2-2_100nM_CIF2_treatment_for_480min_batch2,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),no peptide for 480 min,PRJNA602947,36267260,0.8513,
GSM4282497,cif1-2_cif2-2_no_peptide_for_480min_batch3,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),no peptide for 480 min,PRJNA602947,36544996,0.8464,
GSM4282498,cif1-2_cif2-2_100nM_CIF2_treatment_for_480min_batch3,root,Col-0,cif1-2_cif2-2 (both are CRISPR alleles),no peptide for 480 min,PRJNA602947,30837468,0.848,
GSM4282499,WT_no_peptide_for_30min_batch1,root,Col-0,wild type,no peptide for 30 min,PRJNA602947,28072201,0.8486,
GSM4282500,WT_no_peptide_for_30min_batch2,root,Col-0,wild type,no peptide for 30 min,PRJNA602947,33183526,0.8479,
GSM4282501,WT_no_peptide_for_30min_batch3,root,Col-0,wild type,no peptide for 30 min,PRJNA602947,34198617,0.8386,
GSM4282502,sgn3-3_no_peptide_for_30min_batch1,root,Col-0,sgn3-3 (SALK_043282),no peptide for 30 min,PRJNA602947,42052430,0.8314,
GSM4282503,sgn3-3_no_peptide_for_30min_batch2,root,Col-0,sgn3-3 (SALK_043282),no peptide for 30 min,PRJNA602947,35516479,0.8226,
GSM4282504,sgn3-3_no_peptide_for_30min_batch3,root,Col-0,sgn3-3 (SALK_043282),no peptide for 30 min,PRJNA602947,36069523,0.8034,
GSM4290863,Mito_col_1,leaf,--,wild type,--,PRJNA604023,33417836,0.8493,
GSM4290864,Mito_col_2,leaf,--,wild type,--,PRJNA604023,32477848,0.8541,
GSM4290865,Mito_col_3,leaf,--,wild type,--,PRJNA604023,27874920,0.8368,
GSM4290866,Mito_otp90_1,leaf,--,otp90 mutant,--,PRJNA604023,31404523,0.8363,
GSM4290867,Mito_otp90_2,leaf,--,otp90 mutant,--,PRJNA604023,30738599,0.8324,
GSM4290868,Mito_otp90_3,leaf,--,otp90 mutant,--,PRJNA604023,24766197,0.8308,
GSM4290869,Total_col_1,leaf,--,wild type,--,PRJNA604023,54503249,0.8592,
GSM4290870,Total_col_2,leaf,--,wild type,--,PRJNA604023,51468247,0.8495,
GSM4290871,Total_col_3,leaf,--,wild type,--,PRJNA604023,54603084,0.8564,
GSM4290872,Total_otp90_1,leaf,--,otp90 mutant,--,PRJNA604023,62053872,0.8603,
GSM4290873,Total_otp90_2,leaf,--,otp90 mutant,--,PRJNA604023,62644445,0.8646,
GSM4290874,Total_otp90_3,leaf,--,otp90 mutant,--,PRJNA604023,58395600,0.8655,
GSM4293394,Col_1,rosette,Col-0,wild type,--,PRJNA604567,34117695,0.885,
GSM4293395,Col_2,rosette,Col-0,wild type,--,PRJNA604567,26262950,0.8789,
GSM4293396,Col_3,rosette,Col-0,wild type,--,PRJNA604567,28575972,0.9079,
GSM4293397,MEF37_1,rosette,--,"mutant - knock-out, insertional mutagen, T-DNA-AT5G08305",--,PRJNA604567,27405460,0.8932,
GSM4293398,MEF37_2,rosette,--,"mutant - knock-out, insertional mutagen, T-DNA-AT5G08305",--,PRJNA604567,31320287,0.8936,
GSM4293399,MEF37_3,rosette,--,"mutant - knock-out, insertional mutagen, T-DNA-AT5G08305",--,PRJNA604567,23955514,0.8994,
GSM4293400,PGN_1,rosette,--,"mutant - knock-out, insertional mutagen, T-DNA-AT1G56570",--,PRJNA604567,28604660,0.8883,
GSM4293401,PGN_2,rosette,--,"mutant - knock-out, insertional mutagen, T-DNA-AT1G56570",--,PRJNA604567,25913031,0.8933,
GSM4293402,PGN_3,rosette,--,"mutant - knock-out, insertional mutagen, T-DNA-AT1G56570",--,PRJNA604567,31205454,0.9039,
GSM4293403,SK055676_1,rosette,--,"mutant - knock-out, insertional mutagen, T-DNA-AT3G50420",--,PRJNA604567,29016072,0.8776,
GSM4293404,SK055676_2,rosette,--,"mutant - knock-out, insertional mutagen, T-DNA-AT3G50420",--,PRJNA604567,29849822,0.8909,
GSM4293405,SK055676_3,rosette,--,"mutant - knock-out, insertional mutagen, T-DNA-AT3G50420",--,PRJNA604567,32091836,0.897,
GSM4293406,SK137584_1,rosette,--,"mutant - knock-out, insertional mutagen, T-DNA-AT5G10690",--,PRJNA604567,21505360,0.8914,
GSM4293407,SK137584_2,rosette,--,"mutant - knock-out, insertional mutagen, T-DNA-AT5G10690",--,PRJNA604567,24700455,0.8883,
GSM4293408,SK137584_3,rosette,--,"mutant - knock-out,-AT5G10690",--,PRJNA604567,28713073,0.8999,
GSM4321767,S0.1_ScrambledamiRNA 0 Hr,leaf,--,ScrambledamiRNA,dexamethasone 0h,PRJNA607603,12262355,0.874,
GSM4321768,S0.2_ScrambledamiRNA 0 Hr,leaf,--,ScrambledamiRNA,dexamethasone 0h,PRJNA607603,12318362,0.8655,
GSM4321769,S0.3_ScrambledamiRNA 0 Hr,leaf,--,ScrambledamiRNA,dexamethasone 0h,PRJNA607603,12864809,0.8735,
GSM4321770,S1.1_ScrambledamiRNA 12 Hr,leaf,--,ScrambledamiRNA,dexamethasone 12h,PRJNA607603,13034312,0.8857,
GSM4321771,S1.2_ScrambledamiRNA 12 Hr,leaf,--,ScrambledamiRNA,dexamethasone 12h,PRJNA607603,11980083,0.8889,
GSM4321772,S1.3_ScrambledamiRNA 12 Hr,leaf,--,ScrambledamiRNA,dexamethasone 12h,PRJNA607603,12821711,0.8794,
GSM4321773,S24.1_ScrambledamiRNA 24 Hr,leaf,--,ScrambledamiRNA,dexamethasone 24h,PRJNA607603,12277414,0.8799,
GSM4321774,S24.2_ScrambledamiRNA 24 Hr,leaf,--,ScrambledamiRNA,dexamethasone 24h,PRJNA607603,11791538,0.8908,
GSM4321775,S24.3_ScrambledamiRNA 24 Hr,leaf,--,ScrambledamiRNA,dexamethasone 24h,PRJNA607603,13325288,0.8913,
GSM4321776,G0.1_NAA50amiRNA 0 Hr,leaf,--,NAA50amiRNA,dexamethasone 0h,PRJNA607603,13460308,0.8561,
GSM4321777,G0.2_NAA50amiRNA 0 Hr,leaf,--,NAA50amiRNA,dexamethasone 0h,PRJNA607603,12291717,0.8719,
GSM4321778,G0.3_NAA50amiRNA 0 Hr,leaf,--,NAA50amiRNA,dexamethasone 0h,PRJNA607603,13447568,0.8812,
GSM4321779,G12.1_NAA50amiRNA 12 Hr,leaf,--,NAA50amiRNA,dexamethasone 12h,PRJNA607603,13730337,0.8789,
GSM4321780,G12.2_NAA50amiRNA 12 Hr,leaf,--,NAA50amiRNA,dexamethasone 12h,PRJNA607603,13368368,0.8826,
GSM4321781,G12.3_NAA50amiRNA 12 Hr,leaf,--,NAA50amiRNA,dexamethasone 12h,PRJNA607603,12571699,0.8768,
GSM4321782,G24.1_NAA50amiRNA 24 Hr,leaf,--,NAA50amiRNA,dexamethasone 24h,PRJNA607603,11495870,0.8924,
GSM4321783,G24.2_NAA50amiRNA 24 Hr,leaf,--,NAA50amiRNA,dexamethasone 24h,PRJNA607603,11834023,0.88,
GSM4321784,G24.3_NAA50amiRNA 24 Hr,leaf,--,NAA50amiRNA,dexamethasone 24h,PRJNA607603,13694638,0.8917,
GSM4367935,col0_mock_rep1,seedlings,--,wild type,H2O,PRJNA609667,24650342,0.7738,
GSM4367936,col0_mock_rep2,seedlings,--,wild type,H2O,PRJNA609667,26382010,0.8042,
GSM4367937,col0_mock_rep3,seedlings,--,wild type,H2O,PRJNA609667,20749896,0.7826,
GSM4367938,summ2_mock_rep1,seedlings,--,summ2,H2O,PRJNA609667,25073020,0.7968,
GSM4367939,summ2_mock_rep2,seedlings,--,summ2,H2O,PRJNA609667,21462172,0.8033,
GSM4367940,summ2_mock_rep3,seedlings,--,summ2,H2O,PRJNA609667,24840988,0.7888,
GSM4367941,summ2_mpk4_mock_rep1,seedlings,--,summ2 mpk4,H2O,PRJNA609667,24366508,0.8149,
GSM4367942,summ2_mpk4_mock_rep2,seedlings,--,summ2 mpk4,H2O,PRJNA609667,19832664,0.8038,
GSM4367943,summ2_mpk4_mock_rep3,seedlings,--,summ2 mpk4,H2O,PRJNA609667,27631413,0.7795,
GSM4367944,col0_flg22_rep1,seedlings,--,wild type,flg22,PRJNA609667,25891023,0.8113,
GSM4367945,col0_flg22_rep2,seedlings,--,wild type,flg22,PRJNA609667,23501081,0.7792,
GSM4367946,col0_flg22_rep3,seedlings,--,wild type,flg22,PRJNA609667,25799245,0.6824,
GSM4367947,summ2_flg22_rep1,seedlings,--,summ2,flg22,PRJNA609667,25944283,0.7935,
GSM4367948,summ2_flg22_rep2,seedlings,--,summ2,flg22,PRJNA609667,24082770,0.5851,
GSM4367949,summ2_flg22_rep3,seedlings,--,summ2,flg22,PRJNA609667,22925048,0.7883,
GSM4367950,summ2_mpk4_flg22_rep1,seedlings,--,summ2 mpk4,flg22,PRJNA609667,23587294,0.7818,
GSM4367951,summ2_mpk4_flg22_rep2,seedlings,--,summ2 mpk4,flg22,PRJNA609667,24680278,0.8062,
GSM4367952,summ2_mpk4_flg22_rep3,seedlings,--,summ2 mpk4,flg22,PRJNA609667,28428856,0.7913,
GSM4404114,WT rep1,root,Col-0,wild type,--,PRJNA611622,9541020,0.9318,
GSM4404115,WT rep2,root,Col-0,wild type,--,PRJNA611622,11285495,0.9269,
GSM4404116,arr1 rep1,root,Col-0,arr1,--,PRJNA611622,9625890,0.9232,
GSM4404117,arr1 rep2,root,Col-0,arr1,--,PRJNA611622,11131218,0.9338,
GSM4404118,Pro35SARR1 rep1,root,Col-0,Pro35SARR1,--,PRJNA611622,10075240,0.9356,
GSM4404119,Pro35SARR1 rep2,root,Col-0,Pro35SARR1,--,PRJNA611622,9073127,0.9325,
GSM4422793,t0 Col A,shoot tip,Col-0,wild type,normal (not gravistimulated),PRJNA613599,13520991,0.9128,
GSM4422794,t0 Col B,shoot tip,Col-0,wild type,normal (not gravistimulated),PRJNA613599,17795774,0.9054,
GSM4422795,t0 Col C,shoot tip,Col-0,wild type,normal (not gravistimulated),PRJNA613599,20319695,0.9083,
GSM4422796,t0 lazy A,shoot tip,Col-0,lazy1 mutant,normal (not gravistimulated),PRJNA613599,14803115,0.9134,
GSM4422797,t0 lazy B,shoot tip,Col-0,lazy1 mutant,normal (not gravistimulated),PRJNA613599,20517452,0.9096,
GSM4422798,t0 lazy 6B,shoot tip,Col-0,lazy1 mutant,normal (not gravistimulated),PRJNA613599,19005320,0.9279,
GSM4422799,t0 tac B,shoot tip,Col-0,tac1 mutant,normal (not gravistimulated),PRJNA613599,16333140,0.9114,
GSM4422800,t0 tac C,shoot tip,Col-0,tac1 mutant,normal (not gravistimulated),PRJNA613599,19195547,0.9107,
GSM4422801,t0 tac 3B,shoot tip,Col-0,tac1 mutant,normal (not gravistimulated),PRJNA613599,20566598,0.9298,
GSM4422802,t45 col 13,shoot tip,Col-0,wild type,45 minutes after 90 degree gravistimulation,PRJNA613599,24239134,0.9273,
GSM4422803,t45 col 1B,shoot tip,Col-0,wild type,45 minutes after 90 degree gravistimulation,PRJNA613599,21440305,0.928,
GSM4422804,t45 col 5,shoot tip,Col-0,wild type,45 minutes after 90 degree gravistimulation,PRJNA613599,21837466,0.9301,
GSM4422805,t45 col 6,shoot tip,Col-0,wild type,45 minutes after 90 degree gravistimulation,PRJNA613599,23277175,0.93,
GSM4422806,t45 lazy 13,shoot tip,Col-0,lazy1 mutant,45 minutes after 90 degree gravistimulation,PRJNA613599,18808385,0.9223,
GSM4422807,t45 lazy 4,shoot tip,Col-0,lazy1 mutant,45 minutes after 90 degree gravistimulation,PRJNA613599,20090020,0.93,
GSM4422808,t45 lazy 5,shoot tip,Col-0,lazy1 mutant,45 minutes after 90 degree gravistimulation,PRJNA613599,21946335,0.9291,
GSM4422809,t45 lazy 6,shoot tip,Col-0,lazy1 mutant,45 minutes after 90 degree gravistimulation,PRJNA613599,21908844,0.9119,
GSM4422810,t45 tac 13,shoot tip,Col-0,tac1 mutant,45 minutes after 90 degree gravistimulation,PRJNA613599,20084218,0.9342,
GSM4422811,t45 tac 14,shoot tip,Col-0,tac1 mutant,45 minutes after 90 degree gravistimulation,PRJNA613599,22075525,0.9317,
GSM4422812,t45 tac 5,shoot tip,Col-0,tac1 mutant,45 minutes after 90 degree gravistimulation,PRJNA613599,17461498,0.9335,
GSM4422813,t45 tac 6,shoot tip,Col-0,tac1 mutant,45 minutes after 90 degree gravistimulation,PRJNA613599,18411712,0.9347,
GSM4466787,Whole Root Cell_control,whole root,Col-0,--,Control,PRJNA497883,118428174,3.00E-04,
GSM4466788,Whole Root Cell_control,whole root,Col-0,--,Control,PRJNA497883,180130042,7.00E-04,
GSM4466789,Whole Root Cell_heat shock,whole root,Col-0,--,HeatShock,PRJNA497883,166254508,4.00E-04,
SRX1059375,Ath-Col-0,seed,Col-0,wild type,"3 d oH incubation at 4 degrees Celsius, Hollowed by 24 h oH incubation at a 16-h light/8-h dark photoperiod",PRJNA287039,16762968,0.8596,
SRX1059377,Ath-Col-0,seed,Col-0,wild type,"3 d oH incubation at 4 degrees Celsius, Hollowed by 24 h oH incubation at a 16-h light/8-h dark photoperiod",PRJNA287039,17646483,0.8572,
SRX1059378,Ath-Col-0,seed,Col-0,wild type,"3 d oH incubation at 4 degrees Celsius, Hollowed by 24 h oH incubation at a 16-h light/8-h dark photoperiod",PRJNA287039,19273938,0.8294,
SRX1059379,Ath-Col-0,seed,Col-0,wild type,"3 d oH incubation at 4 degrees Celsius, Hollowed by 24 h oH incubation at a 16-h light/8-h dark photoperiod",PRJNA287039,16655003,0.8706,
SRX1059380,Ath-Col-0,seed,Col-0,wild type,"3 d oH incubation at 4 degrees Celsius, Hollowed by 24 h oH incubation at a 16-h light/8-h dark photoperiod",PRJNA287039,10823787,0.8651,
SRX1059381,Ath-soar1-2,seed,Col-0,soar1-2,"3 d oH incubation at 4 degrees Celsius, Hollowed by 24 h oH incubation at a 16-h light/8-h dark photoperiod",PRJNA287039,15688526,0.7536,
SRX1059382,Ath-soar1-2,seed,Col-0,soar1-2,"3 d oH incubation at 4 degrees Celsius, Hollowed by 24 h oH incubation at a 16-h light/8-h dark photoperiod",PRJNA287039,26292746,0.699,
SRX1059384,Ath-soar1-2,seed,Col-0,soar1-2,"3 d oH incubation at 4 degrees Celsius, Hollowed by 24 h oH incubation at a 16-h light/8-h dark photoperiod",PRJNA287039,43817687,0.8188,
SRX1994707,PAZ-001,Rosette leaves,Col-0,wild type,Control conditions,PRJNA336152,11716219,0.8935,
SRX1994708,PAZ-002,Rosette leaves,Col-0,wild type,Control conditions,PRJNA336152,11922088,0.8906,
SRX1994709,PAZ-011,Rosette leaves,Col-0,arp6 mutant,Drought stress conditions (withholding water Hor 10 days),PRJNA336152,12352461,0.9029,
SRX1994710,PAZ-012,Rosette leaves,Col-0,arp6 mutant,Drought stress conditions (withholding water Hor 10 days),PRJNA336152,12191572,0.9082,
SRX1994711,PAZ-013,Rosette leaves,Col-0,"wild-type, H2A.Z-tagged line 5D",Control conditions,PRJNA336152,12041614,0.8743,
SRX1994712,PAZ-014,Rosette leaves,Col-0,"wild-type, H2A.Z-tagged line 5D",Control conditions,PRJNA336152,12100713,0.888,
SRX1994713,PAZ-016,Rosette leaves,Col-0,"wild-type, H2A.Z-tagged line 5D",Drought stress conditions (withholding water Hor 8 days),PRJNA336152,12041455,0.8763,
SRX1994714,PAZ-017,Rosette leaves,Col-0,"wild-type, H2A.Z-tagged line 5D",Drought stress conditions (withholding water Hor 8 days),PRJNA336152,12117102,0.9077,
SRX1994719,PAZ-003,Rosette leaves,Col-0,wild type,Control conditions,PRJNA336152,11748072,0.8802,
SRX1994728,PAZ-004,Rosette leaves,Col-0,wild type,Drought stress conditions (withholding water Hor 10 days),PRJNA336152,11843011,0.9035,
SRX1994729,PAZ-005,Rosette leaves,Col-0,wild type,Drought stress conditions (withholding water Hor 10 days),PRJNA336152,12147890,0.9068,
SRX1994730,PAZ-006,Rosette leaves,Col-0,wild type,Drought stress conditions (withholding water Hor 10 days),PRJNA336152,11837934,0.9212,
SRX1994731,PAZ-007,Rosette leaves,Col-0,arp6 mutant,Control conditions,PRJNA336152,12058279,0.8896,
SRX1994732,PAZ-008,Rosette leaves,Col-0,arp6 mutant,Control conditions,PRJNA336152,12142577,0.8912,
SRX1994733,PAZ-009,Rosette leaves,Col-0,arp6 mutant,Control conditions,PRJNA336152,11888603,0.8866,
SRX1994734,PAZ-010,Rosette leaves,Col-0,arp6 mutant,Drought stress conditions (withholding water Hor 10 days),PRJNA336152,11733111,0.9046,
SRX2194391,D25H4,apical part,Bur_0,--,high R/HR,PRJNA343559,7390520,0.8396,
SRX2194415,E20H25,apical part,Blh_1,--,high R/HR,PRJNA343559,4362263,0.806,
SRX2194421,E20L49,apical part,Blh_1,--,low R/HR,PRJNA343559,6670955,0.8341,
SRX2194467,E26H1,apical part,Oy_0,--,high R/HR,PRJNA343559,8417134,0.7545,
SRX2194470,E26H4,apical part,Oy_0,--,high R/HR,PRJNA343559,9010781,0.7571,
SRX2194473,E26L25,apical part,Oy_0,--,low R/HR,PRJNA343559,10835901,0.7248,
SRX2194484,E27L4,apical part,Ita_0,--,low R/HR,PRJNA343559,4783758,0.8023,
SRX2195305,D9L49,apical part,yuc2589,--,low R/HR,PRJNA343549,7373641,0.8145,
SRX2195310,C14L25,apical part,mida9_4,--,low R/HR,PRJNA343549,8093768,0.8782,
SRX2195416,E9L49,apical part,yuc2589,--,low R/HR,PRJNA343549,9277499,0.873,
SRX2195451,C4L25,apical part,jar1,--,low R/HR,PRJNA343549,4549028,0.8551,
SRX2195541,C9H4,apical part,yuc2589,--,high R/HR,PRJNA343549,7748261,0.8753,
SRX2195542,C9L1,apical part,yuc2589,--,low R/HR,PRJNA343549,626505,0.8681,
SRX3042687,A2-_1,Leaf,Col-0,METo1-,--,PRJNA395995,27915538,0.2135,
SRX3042688,A2-_2,Leaf,Col-0,METo1-,--,PRJNA395995,30237965,0.379,
SRX3042689,A2+_2,Leaf,Col-0,METo1+,--,PRJNA395995,45330337,0.7316,
SRX3042690,A2+_3,Leaf,Col-0,METo1+,--,PRJNA395995,43273851,0.8051,
SRX3042691,A2-_3,Leaf,Col-0,METo1-,--,PRJNA395995,30023403,0.5323,
SRX3042692,WT_1,Leaf,Col-0,wild type,--,PRJNA395995,43572253,0.8362,
SRX3042693,WT_2,Leaf,Col-0,wild type,--,PRJNA395995,43450048,0.8123,
SRX3042694,WT_3,Leaf,Col-0,wild type,--,PRJNA395995,40648803,0.8116,
SRX3042695,A1+_1,Leaf,Col-0,METo2+,--,PRJNA395995,30401958,0.4256,
SRX3042696,A1+_2,Leaf,Col-0,METo2+,--,PRJNA395995,32801504,0.3279,
SRX3042697,A1+_3,Leaf,Col-0,METo2+,--,PRJNA395995,32488351,0.5607,
SRX3042698,A1-_1,Leaf,Col-0,METo2-,--,PRJNA395995,33416174,0.5343,
SRX3042699,A1-_2,Leaf,Col-0,METo2-,--,PRJNA395995,28488876,0.197,
SRX3042700,A1-_3,Leaf,Col-0,METo2-,--,PRJNA395995,31081718,0.5633,
SRX3042701,A2+_1,Leaf,Col-0,METo1+,--,PRJNA395995,44274037,0.7953,
SRX3276474,auxin modulator,whole seedling,Col-0,--,auxin modulator,PRJNA414112,19835373,0.8768,
SRX3276475,control,whole seedling,Col-0,--,control,PRJNA414112,24236340,0.8948,
SRX3276476,auxin modulator,whole seedling,Col-0,--,auxin modulator,PRJNA414112,18611555,0.8957,
SRX3276477,control,whole seedling,Col-0,--,control,PRJNA414112,23851938,0.8817,
SRX3383876,RM3_Arabidopsis_Guangzhou,shoot,Col-0,--,inoculated with arbuscular mycorrhizal Hungi,PRJNA418008,27312626,0.7813,
SRX3383877,RNM1_Arabidopsis_Guangzhou,shoot,Col-0,--,without inoculation oH arbuscular mycorrhizal Hungi,PRJNA418008,24587044,0.8605,
SRX3383878,RM1_Arabidopsis_Guangzhou,shoot,Col-0,--,inoculated with arbuscular mycorrhizal Hungi,PRJNA418008,26094576,0.7375,
SRX3383879,RM2_Arabidopsis_Guangzhou,shoot,Col-0,--,inoculated with arbuscular mycorrhizal Hungi,PRJNA418008,31369941,0.761,
SRX3383880,SM1_Arabidopsis_Guangzhou,root,Col-0,--,inoculated with arbuscular mycorrhizal Hungi,PRJNA418008,25146991,0.8625,
SRX3383881,SM2_Arabidopsis_Guangzhou,root,Col-0,--,inoculated with arbuscular mycorrhizal Hungi,PRJNA418008,27885194,0.855,
SRX3383882,RNM2_Arabidopsis_Guangzhou,shoot,Col-0,--,without inoculation oH arbuscular mycorrhizal Hungi,PRJNA418008,21610856,0.8406,
SRX3383883,RNM3_Arabidopsis_Guangzhou,shoot,Col-0,--,without inoculation oH arbuscular mycorrhizal Hungi,PRJNA418008,28156442,0.858,
